Year ,Geo,VisibleMinority,AgeGroup,Indicators,Statistics,Uom,Value
2020,Canada,Filipino,"Total, 15 years and over","Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,29.9
2020,Canada,Filipino,"Total, 15 years and over","Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,"Total, 15 years and over","Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,"Total, 15 years and over","Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,"Total, 15 years and over","Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,7.9
2020,Canada,Filipino,"Total, 15 years and over","Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,4.4
2020,Canada,Filipino,"Total, 15 years and over","Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,13.7
2020,Canada,Filipino,"Total, 15 years and over","Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,31.1
2020,Canada,Filipino,"Total, 15 years and over","Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,21.1
2020,Canada,Filipino,"Total, 15 years and over","Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,43.2
2020,Canada,Filipino,"Total, 15 years and over","Discrimination when dealing with the police, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,3
2020,Canada,Filipino,"Total, 15 years and over","Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,1
2020,Canada,Filipino,"Total, 15 years and over","Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,9.1
2020,Canada,Filipino,"Total, 15 years and over","Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,57
2020,Canada,Filipino,"Total, 15 years and over","Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,44.9
2020,Canada,Filipino,"Total, 15 years and over","Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,68.4
2020,Canada,Filipino,"Total, 15 years and over","Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,17.3
2020,Canada,Filipino,"Total, 15 years and over","Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,8.5
2020,Canada,Filipino,"Total, 15 years and over","Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,32.2
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,15 to 24 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic",Percentage of persons,Percent,52.8
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,45
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,60.4
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic",Percentage of persons,Percent,29
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,22.3
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,36.7
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic",Percentage of persons,Percent,37.8
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,30.5
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,45.7
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,3.4
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,1.7
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,6.7
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic",Percentage of persons,Percent,25.9
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,18.9
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,34.2
2020,Canada,Filipino,25 to 64 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,48.7
2020,Canada,Filipino,25 to 64 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,38.3
2020,Canada,Filipino,25 to 64 years,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,59.1
2020,Canada,Filipino,25 to 64 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic",Percentage of persons,Percent,8.5
2020,Canada,Filipino,25 to 64 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,4.5
2020,Canada,Filipino,25 to 64 years,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,15.6
2020,Canada,Filipino,25 to 64 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic",Percentage of persons,Percent,50.3
2020,Canada,Filipino,25 to 64 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,39.4
2020,Canada,Filipino,25 to 64 years,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,61.1
2020,Canada,Filipino,25 to 64 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic",Percentage of persons,Percent,18.6
2020,Canada,Filipino,25 to 64 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,10.2
2020,Canada,Filipino,25 to 64 years,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,31.7
2020,Canada,Filipino,25 to 64 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,Percentage of persons,Percent,29.4
2020,Canada,Filipino,25 to 64 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Lower 95% confidence interval, percentage of persons",Percent,23.2
2020,Canada,Filipino,25 to 64 years,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Upper 95% confidence interval, percentage of persons",Percent,36.6
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,17.2
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,12.2
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,23.7
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,20.7
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,15
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,27.9
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,8.8
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,4.9
2020,Canada,Filipino,25 to 64 years,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,15.1
2020,Canada,Filipino,25 to 64 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,37.2
2020,Canada,Filipino,25 to 64 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,24.8
2020,Canada,Filipino,25 to 64 years,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,51.6
2020,Canada,Filipino,25 to 64 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,25 to 64 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,25 to 64 years,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,25 to 64 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,62
2020,Canada,Filipino,25 to 64 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,48.3
2020,Canada,Filipino,25 to 64 years,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,74
2020,Canada,Filipino,25 to 64 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,11.3
2020,Canada,Filipino,25 to 64 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,3.8
2020,Canada,Filipino,25 to 64 years,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,29.5
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on race or colour, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on religion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on language, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination at work or when applying for a job or a promotion, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when dealing with the police, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination in a store, bank or restaurant, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when attending school or classes, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,Experience(s) of discrimination since the beginning of COVID-19 pandemic,Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,Experience(s) of discrimination since the beginning of COVID-19 pandemic,"Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on ethnicity or culture, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on race or colour, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on religion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Experience(s) of discrimination based on language, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination at work or when applying for a job or promotion, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when dealing with the police, since the beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination in a store, bank or restaurant, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic",Percentage of persons,Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,65 years and over,"Discrimination when attending school or classes, since the  beginning of COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,
2020,Canada,Filipino,Men,"Experience(s) of discrimination, 5 years before COVID-19 pandemic",Percentage of persons,Percent,57.3
2020,Canada,Filipino,Men,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,46.7
2020,Canada,Filipino,Men,"Experience(s) of discrimination, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,67.2
2020,Canada,Filipino,Men,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic",Percentage of persons,Percent,30.6
2020,Canada,Filipino,Men,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Lower 95% confidence interval, percentage of persons",Percent,21.2
2020,Canada,Filipino,Men,"Experience(s) of discrimination based on ethnicity or culture, 5 years before COVID-19 pandemic","Upper 95% confidence interval, percentage of persons",Percent,41.9
